order_id,customer_id,date,revenue,product_category,discount
ORD1046,CUST111,2023-02-22 00:00:00,1500.0,Home,8.43
ORD1047,CUST197,2023-01-25 00:00:00,1500.0,Electronics,9.14
ORD1048,CUST128,2023-01-23 00:00:00,1500.0,Electronics,33.29
ORD1049,CUST156,2023-01-11 00:00:00,1500.0,,15.97
ORD1050,CUST187,2023-01-13 00:00:00,1500.0,Home,40.23
ORD1051,CUST132,2023-01-10 00:00:00,1500.0,Electronics,38.28
ORD1052,CUST182,2023-02-22 00:00:00,1500.0,Books,5.51
ORD1053,CUST117,2023-01-28 00:00:00,1500.0,Books,9.68
ORD1054,CUST161,2023-02-10 00:00:00,1500.0,Books,47.45
ORD1055,CUST131,2023-01-12 00:00:00,1500.0,Books,48.51
ORD1056,CUST141,2023-02-21 00:00:00,1500.0,Home,6.5
ORD1057,CUST190,2023-02-26 00:00:00,1500.0,Clothing,24.68
ORD1058,CUST174,2023-02-19 00:00:00,1500.0,Home,36.0
ORD1059,CUST149,2023-02-09 00:00:00,1500.0,Home,30.65
ORD1060,CUST164,2023-01-04 00:00:00,1500.0,Clothing,11.13
ORD1061,CUST162,2023-01-29 00:00:00,1500.0,Books,24.75
ORD1062,CUST102,2023-01-14 00:00:00,1500.0,Clothing,37.48
ORD1063,CUST116,2023-01-28 00:00:00,1500.0,Electronics,37.07
ORD1064,CUST120,2023-02-03 00:00:00,1500.0,Electronics,7.92
ORD1065,CUST190,2023-01-02 00:00:00,1500.0,Home,30.96
ORD1066,CUST140,2023-01-12 00:00:00,1500.0,Books,10.97
ORD1067,CUST193,2023-01-26 00:00:00,1500.0,Clothing,24.59
ORD1068,CUST189,2023-02-20 00:00:00,1500.0,Home,28.33
ORD1069,CUST176,2023-02-10 00:00:00,1500.0,Clothing,42.98
ORD1070,CUST108,2023-02-09 00:00:00,1500.0,Books,45.59
ORD1071,CUST195,2023-01-14 00:00:00,1500.0,Books,9.96
ORD1072,CUST163,2023-02-08 00:00:00,1500.0,Home,48.11
ORD1073,CUST189,2023-01-26 00:00:00,1500.0,Home,28.73
ORD1074,CUST105,2023-02-17 00:00:00,1500.0,Electronics,33.57
ORD1075,CUST114,2023-01-08 00:00:00,1500.0,Home,48.62
ORD1076,CUST186,2023-01-09 00:00:00,1500.0,,8.61
ORD1077,CUST172,2023-02-11 00:00:00,1500.0,Books,16.12
ORD1078,CUST132,2023-02-01 00:00:00,1500.0,Electronics,12.81
ORD1079,CUST157,2023-01-06 00:00:00,1500.0,Clothing,45.26
ORD1080,CUST199,2023-01-16 00:00:00,1500.0,Books,34.65
ORD1081,CUST189,2023-01-13 00:00:00,1500.0,,20.24
ORD1082,CUST124,2023-02-04 00:00:00,1500.0,Electronics,19.09
ORD1083,CUST140,2023-02-07 00:00:00,1500.0,Electronics,9.1
ORD1084,CUST137,2023-02-20 00:00:00,1500.0,Home,33.63
ORD1085,CUST171,2023-02-17 00:00:00,1500.0,,24.18
ORD1086,CUST110,2023-01-26 00:00:00,1500.0,Electronics,44.03
ORD1087,CUST169,2023-02-25 00:00:00,1500.0,Clothing,24.53
ORD1088,CUST159,2023-01-09 00:00:00,1500.0,Electronics,44.03
ORD1089,CUST194,2023-01-04 00:00:00,1500.0,,36.16
ORD1090,CUST123,2023-02-19 00:00:00,1500.0,Electronics,21.96
ORD1091,CUST187,2023-02-04 00:00:00,1500.0,Home,29.48
ORD1092,CUST175,2023-02-21 00:00:00,1500.0,Home,23.8
ORD1093,CUST177,2023-01-06 00:00:00,1500.0,Clothing,37.55
ORD1094,CUST134,2023-01-18 00:00:00,1500.0,Electronics,41.77
ORD1095,CUST119,2023-02-20 00:00:00,1500.0,Clothing,48.93
ORD1096,CUST145,2023-02-10 00:00:00,1500.0,Books,44.16
ORD1097,CUST125,2023-02-19 00:00:00,1500.0,Clothing,8.29
ORD1098,CUST191,2023-01-05 00:00:00,1500.0,Electronics,28.75
ORD1099,CUST130,2023-01-13 00:00:00,1500.0,,18.58
ORD1100,CUST129,2023-02-08 00:00:00,1500.0,Clothing,11.98
ORD1101,CUST175,2023-02-17 00:00:00,1500.0,Books,24.93
ORD1102,CUST168,2023-01-21 00:00:00,1500.0,Home,24.31
ORD1103,CUST142,2023-01-04 00:00:00,1500.0,,34.54
ORD1104,CUST112,2023-02-03 00:00:00,1500.0,Books,34.75
ORD1105,CUST188,2023-02-08 00:00:00,1500.0,Clothing,40.53
ORD1106,CUST194,2023-02-12 00:00:00,1500.0,Electronics,8.87
ORD1107,CUST120,2023-02-25 00:00:00,1500.0,,28.82
ORD1108,CUST118,2023-02-05 00:00:00,1500.0,Clothing,23.93
ORD1109,CUST124,2023-01-06 00:00:00,1500.0,,29.56
ORD1110,CUST137,2023-02-24 00:00:00,1500.0,Books,38.92
ORD1111,CUST106,2023-01-06 00:00:00,1500.0,Electronics,21.56
ORD1112,CUST185,2023-02-06 00:00:00,1500.0,Home,18.29
ORD1113,CUST195,2023-01-30 00:00:00,1500.0,Home,34.2
ORD1114,CUST166,2023-01-06 00:00:00,1500.0,Books,35.12
ORD1115,CUST150,2023-02-16 00:00:00,1500.0,Books,20.38
ORD1116,CUST147,2023-01-19 00:00:00,1500.0,Electronics,5.87
ORD1117,CUST107,2023-02-28 00:00:00,1500.0,Home,6.41
ORD1118,CUST181,2023-02-10 00:00:00,1500.0,Home,17.15
ORD1119,CUST141,2023-01-17 00:00:00,1500.0,,31.15
ORD1120,CUST139,2023-01-04 00:00:00,1500.0,Books,31.61
ORD1121,CUST112,2023-01-05 00:00:00,1500.0,Electronics,10.39
ORD1122,CUST137,2023-02-22 00:00:00,1500.0,Home,34.14
ORD1123,CUST183,2023-01-14 00:00:00,1500.0,Home,20.97
ORD1124,CUST101,2023-02-04 00:00:00,1500.0,Electronics,47.96
ORD1125,CUST112,2023-02-15 00:00:00,1500.0,Home,15.51
ORD1126,CUST177,2023-02-23 00:00:00,1500.0,Home,31.18
ORD1127,CUST100,2023-01-19 00:00:00,1500.0,Home,17.62
ORD1128,CUST199,2023-02-07 00:00:00,1500.0,,23.83
ORD1129,CUST188,2023-01-22 00:00:00,1500.0,Electronics,26.85
ORD1130,CUST199,2023-02-07 00:00:00,1500.0,,37.51
ORD1131,CUST177,2023-01-19 00:00:00,1500.0,Clothing,31.81
ORD1132,CUST129,2023-02-07 00:00:00,1500.0,Clothing,39.11
ORD1133,CUST111,2023-02-01 00:00:00,1500.0,Clothing,20.6
ORD1134,CUST198,2023-02-17 00:00:00,1500.0,Electronics,39.33
ORD1135,CUST179,2023-02-09 00:00:00,1500.0,Books,19.17
ORD1136,CUST178,2023-02-17 00:00:00,1500.0,Home,46.0
ORD1137,CUST161,2023-02-03 00:00:00,1500.0,Books,36.44
ORD1138,CUST109,2023-02-20 00:00:00,1500.0,,28.64
ORD1139,CUST124,2023-01-18 00:00:00,1500.0,Clothing,14.57
ORD1140,CUST154,2023-02-21 00:00:00,1500.0,Home,38.79
ORD1141,CUST167,2023-01-26 00:00:00,1500.0,Books,26.12
ORD1142,CUST133,2023-01-23 00:00:00,1500.0,Home,19.69
ORD1143,CUST163,2023-01-13 00:00:00,1500.0,Clothing,37.35
ORD1144,CUST173,2023-01-14 00:00:00,1500.0,Electronics,37.7
ORD1145,CUST139,2023-01-10 00:00:00,1500.0,Books,17.27
ORD1146,CUST112,2023-02-06 00:00:00,1500.0,Clothing,21.64
ORD1147,CUST129,2023-01-04 00:00:00,1500.0,Books,12.43
ORD1148,CUST197,2023-01-29 00:00:00,1500.0,Home,34.24
ORD1149,CUST114,2023-01-09 00:00:00,1500.0,Electronics,7.22
ORD1150,CUST180,2023-01-11 00:00:00,1500.0,Books,11.12
ORD1151,CUST137,2023-01-21 00:00:00,1500.0,Clothing,19.76
ORD1152,CUST157,2023-02-04 00:00:00,1500.0,Clothing,39.68
ORD1153,CUST127,2023-02-06 00:00:00,1500.0,,14.58
ORD1154,CUST199,2023-01-04 00:00:00,1500.0,Books,7.74
ORD1155,CUST117,2023-01-12 00:00:00,1500.0,Home,47.25
ORD1156,CUST165,2023-01-13 00:00:00,1500.0,,20.16
ORD1157,CUST190,2023-01-24 00:00:00,1500.0,Clothing,14.92
ORD1158,CUST177,2023-02-24 00:00:00,1500.0,Electronics,8.1
ORD1159,CUST141,2023-01-25 00:00:00,1500.0,Home,7.14
ORD1160,CUST130,2023-02-24 00:00:00,1500.0,Clothing,38.5
ORD1161,CUST131,2023-02-08 00:00:00,1500.0,Books,31.28
ORD1162,CUST102,2023-01-31 00:00:00,1500.0,Home,43.99
ORD1163,CUST142,2023-01-26 00:00:00,1500.0,Home,35.69
ORD1164,CUST190,2023-02-27 00:00:00,1500.0,Books,7.7
ORD1165,CUST157,2023-02-08 00:00:00,1500.0,Electronics,47.91
ORD1166,CUST185,2023-01-25 00:00:00,1500.0,Home,21.89
ORD1167,CUST192,2023-01-24 00:00:00,1500.0,,30.62
ORD1168,CUST178,2023-01-31 00:00:00,1500.0,Books,20.78
ORD1169,CUST188,2023-03-01 00:00:00,1500.0,Electronics,12.19
ORD1170,CUST110,2023-02-01 00:00:00,1500.0,Clothing,30.52
ORD1171,CUST121,2023-03-01 00:00:00,1500.0,Electronics,44.82
ORD1172,CUST197,2023-02-08 00:00:00,1500.0,Home,23.22
ORD1173,CUST178,2023-01-10 00:00:00,1500.0,Books,40.54
ORD1174,CUST122,2023-01-10 00:00:00,1500.0,Home,48.78
ORD1175,CUST149,2023-01-04 00:00:00,1500.0,Clothing,48.24
ORD1176,CUST105,2023-01-19 00:00:00,1500.0,Electronics,27.38
ORD1177,CUST137,2023-01-10 00:00:00,1500.0,Electronics,29.43
ORD1178,CUST185,2023-01-04 00:00:00,1500.0,Electronics,29.29
ORD1179,CUST198,2023-01-13 00:00:00,1500.0,,44.09
ORD1180,CUST176,2023-01-03 00:00:00,1500.0,Electronics,32.12
ORD1181,CUST113,2023-01-13 00:00:00,1500.0,Clothing,43.43
ORD1182,CUST110,2023-01-05 00:00:00,1500.0,Electronics,25.88
ORD1183,CUST146,2023-02-28 00:00:00,1500.0,,16.66
ORD1184,CUST112,2023-01-13 00:00:00,1500.0,Books,30.1
ORD1185,CUST101,2023-01-16 00:00:00,1500.0,Clothing,19.93
ORD1186,CUST189,2023-02-24 00:00:00,1500.0,Clothing,19.05
ORD1187,CUST178,2023-02-19 00:00:00,1500.0,Electronics,5.18
ORD1188,CUST191,2023-02-14 00:00:00,1500.0,Electronics,10.63
ORD1189,CUST164,2023-02-26 00:00:00,1500.0,Books,34.47
ORD1190,CUST103,2023-01-10 00:00:00,1500.0,Electronics,5.14
ORD1191,CUST124,2023-01-20 00:00:00,1500.0,Books,38.81
ORD1192,CUST178,2023-01-06 00:00:00,1500.0,Electronics,28.86
ORD1193,CUST123,2023-02-15 00:00:00,1500.0,Electronics,21.63
ORD1194,CUST180,2023-02-16 00:00:00,1500.0,Electronics,8.46
ORD1195,CUST130,2023-02-06 00:00:00,1500.0,,20.42
ORD1196,CUST179,2023-02-09 00:00:00,1500.0,Electronics,26.57
ORD1197,CUST172,2023-01-18 00:00:00,1500.0,Home,19.08
ORD1198,CUST111,2023-02-27 00:00:00,1500.0,Clothing,49.27
ORD1199,CUST168,2023-01-09 00:00:00,1500.0,Clothing,9.25
ORD1200,CUST148,2023-01-08 00:00:00,1500.0,Electronics,21.54
ORD1201,CUST148,2023-01-04 00:00:00,1500.0,Home,33.68
ORD1202,CUST142,2023-02-06 00:00:00,1500.0,Clothing,41.51
ORD1203,CUST101,2023-02-10 00:00:00,1500.0,Home,22.11
ORD1204,CUST158,2023-01-29 00:00:00,1500.0,Books,45.61
ORD1205,CUST138,2023-01-12 00:00:00,1500.0,Books,15.48
ORD1206,CUST198,2023-02-21 00:00:00,1500.0,Home,35.73
ORD1207,CUST104,2023-01-31 00:00:00,1500.0,Home,37.54
ORD1208,CUST117,2023-02-14 00:00:00,1500.0,Clothing,15.69
ORD1209,CUST183,2023-01-13 00:00:00,1500.0,Clothing,9.73
ORD1210,CUST192,2023-01-17 00:00:00,1500.0,Clothing,14.29
ORD1211,CUST110,2023-02-18 00:00:00,1500.0,Clothing,35.21
ORD1212,CUST139,2023-02-13 00:00:00,1500.0,Electronics,36.88
ORD1213,CUST148,2023-03-01 00:00:00,1500.0,Home,39.34
ORD1214,CUST128,2023-02-08 00:00:00,1500.0,,17.66
ORD1215,CUST185,2023-01-04 00:00:00,1500.0,Electronics,29.22
ORD1216,CUST186,2023-02-17 00:00:00,1500.0,Clothing,29.95
ORD1217,CUST113,2023-02-22 00:00:00,1500.0,Home,36.86
ORD1218,CUST152,2023-02-03 00:00:00,1500.0,Books,29.52
ORD1219,CUST179,2023-02-24 00:00:00,1500.0,,27.05
ORD1220,CUST100,2023-01-31 00:00:00,1500.0,Electronics,33.93
ORD1221,CUST120,2023-02-21 00:00:00,1500.0,Books,10.96
ORD1222,CUST197,2023-01-01 00:00:00,1500.0,Clothing,38.61
ORD1223,CUST140,2023-02-17 00:00:00,1500.0,,44.58
ORD1224,CUST143,2023-02-16 00:00:00,1500.0,Books,36.04
ORD1225,CUST117,2023-02-27 00:00:00,1500.0,Clothing,31.01
ORD1226,CUST136,2023-02-02 00:00:00,1500.0,Electronics,27.28
ORD1227,CUST147,2023-01-30 00:00:00,1500.0,Clothing,44.72
ORD1228,CUST171,2023-02-08 00:00:00,1500.0,Clothing,12.1
ORD1229,CUST112,2023-02-26 00:00:00,1500.0,Books,7.47
ORD1230,CUST163,2023-01-09 00:00:00,1500.0,Home,40.84
ORD1231,CUST191,2023-02-20 00:00:00,1500.0,Electronics,13.48
ORD1232,CUST105,2023-02-21 00:00:00,1500.0,Books,9.36
ORD1233,CUST117,2023-02-19 00:00:00,1500.0,Home,13.27
ORD1234,CUST114,2023-01-04 00:00:00,1500.0,Electronics,34.27
ORD1235,CUST172,2023-01-14 00:00:00,1500.0,Books,45.68
ORD1236,CUST181,2023-02-22 00:00:00,1500.0,Books,35.43
ORD1237,CUST157,2023-01-04 00:00:00,1500.0,Electronics,28.45
ORD1238,CUST159,2023-01-21 00:00:00,1500.0,Home,11.9
ORD1239,CUST173,2023-01-12 00:00:00,1500.0,Clothing,20.63
ORD1240,CUST107,2023-01-27 00:00:00,1500.0,Electronics,35.72
ORD1241,CUST109,2023-01-17 00:00:00,1500.0,Clothing,40.71
ORD1242,CUST154,2023-01-13 00:00:00,1500.0,Books,9.62
ORD1243,CUST157,2023-02-17 00:00:00,1500.0,Clothing,13.68
ORD1244,CUST112,2023-02-21 00:00:00,1500.0,Books,39.98
ORD1245,CUST103,2023-01-11 00:00:00,1500.0,Electronics,38.12
ORD1246,CUST163,2023-02-20 00:00:00,1500.0,Clothing,30.35
ORD1247,CUST154,2023-01-31 00:00:00,1500.0,Home,11.64
ORD1248,CUST111,2023-02-19 00:00:00,1500.0,Home,28.58
ORD1249,CUST116,2023-01-30 00:00:00,1500.0,Home,17.67
ORD1250,CUST136,2023-02-27 00:00:00,1500.0,Clothing,36.15
ORD1251,CUST192,2023-01-12 00:00:00,1500.0,Books,26.14
ORD1252,CUST189,2023-02-26 00:00:00,1500.0,Clothing,40.75
ORD1253,CUST177,2023-01-24 00:00:00,1500.0,Home,13.87
ORD1254,CUST170,2023-01-16 00:00:00,1500.0,Books,27.72
ORD1255,CUST195,2023-01-04 00:00:00,1500.0,Electronics,16.72
ORD1256,CUST174,2023-02-17 00:00:00,1500.0,Electronics,46.75
ORD1257,CUST186,2023-02-11 00:00:00,1500.0,Books,43.77
ORD1258,CUST147,2023-01-02 00:00:00,1500.0,Home,18.16
ORD1259,CUST150,2023-02-24 00:00:00,1500.0,,40.56
ORD1260,CUST146,2023-02-08 00:00:00,1500.0,Books,29.57
ORD1261,CUST158,2023-01-22 00:00:00,1500.0,Home,28.08
ORD1262,CUST144,2023-01-08 00:00:00,1500.0,Electronics,10.72
ORD1263,CUST178,2023-02-26 00:00:00,1500.0,Home,13.95
ORD1264,CUST136,2023-01-12 00:00:00,1500.0,Clothing,38.42
ORD1265,CUST192,2023-02-06 00:00:00,1500.0,Home,11.28
ORD1266,CUST141,2023-01-17 00:00:00,1500.0,Electronics,28.64
ORD1267,CUST117,2023-01-03 00:00:00,1500.0,,32.83
ORD1268,CUST151,2023-02-11 00:00:00,1500.0,Clothing,27.26
ORD1269,CUST170,2023-02-21 00:00:00,1500.0,Electronics,37.57
ORD1270,CUST181,2023-01-08 00:00:00,1500.0,Books,14.41
ORD1271,CUST116,2023-02-01 00:00:00,1500.0,,23.11
ORD1272,CUST124,2023-02-05 00:00:00,1500.0,Home,9.95
ORD1273,CUST120,2023-01-07 00:00:00,1500.0,Electronics,35.94
ORD1274,CUST198,2023-02-03 00:00:00,1500.0,Electronics,22.94
ORD1275,CUST174,2023-02-13 00:00:00,1500.0,Books,31.61
ORD1276,CUST180,2023-01-15 00:00:00,1500.0,Clothing,49.56
ORD1277,CUST125,2023-02-17 00:00:00,1500.0,Electronics,9.53
ORD1278,CUST170,2023-02-09 00:00:00,1500.0,Books,45.0
ORD1279,CUST189,2023-02-22 00:00:00,1500.0,,26.54
ORD1280,CUST192,2023-01-28 00:00:00,1500.0,Home,16.71
ORD1281,CUST158,2023-01-05 00:00:00,1500.0,Books,41.42
ORD1282,CUST119,2023-02-06 00:00:00,1500.0,Electronics,42.24
ORD1283,CUST133,2023-01-01 00:00:00,1500.0,Clothing,44.49
ORD1284,CUST141,2023-01-18 00:00:00,1500.0,Books,42.78
ORD1285,CUST147,2023-01-28 00:00:00,1500.0,,25.6
ORD1286,CUST167,2023-02-11 00:00:00,1500.0,Clothing,39.41
ORD1287,CUST173,2023-01-18 00:00:00,1500.0,Books,45.78
ORD1288,CUST170,2023-01-30 00:00:00,1500.0,Clothing,15.29
ORD1289,CUST157,2023-01-18 00:00:00,1500.0,Home,13.6
ORD1290,CUST190,2023-02-17 00:00:00,1500.0,Home,42.41
ORD1291,CUST195,2023-01-05 00:00:00,1500.0,Clothing,35.59
ORD1292,CUST171,2023-01-07 00:00:00,1500.0,Clothing,9.23
ORD1293,CUST135,2023-02-05 00:00:00,1500.0,Books,39.06
ORD1294,CUST167,2023-02-23 00:00:00,1500.0,Clothing,10.68
ORD1295,CUST118,2023-02-24 00:00:00,1500.0,Clothing,6.56
ORD1296,CUST190,2023-01-25 00:00:00,1500.0,Home,36.4
ORD1297,CUST196,2023-03-01 00:00:00,1500.0,Clothing,33.81
ORD1298,CUST157,2023-01-30 00:00:00,1500.0,Electronics,37.49
ORD1299,CUST182,2023-01-01 00:00:00,1500.0,Clothing,45.63
ORD1300,CUST151,2023-01-29 00:00:00,1500.0,Electronics,5.96
ORD1301,CUST101,2023-01-06 00:00:00,1500.0,Books,11.59
ORD1302,CUST178,2023-01-25 00:00:00,1500.0,Electronics,20.69
ORD1303,CUST178,2023-01-21 00:00:00,1500.0,Home,31.97
ORD1304,CUST186,2023-01-30 00:00:00,1500.0,Electronics,15.52
ORD1305,CUST190,2023-01-29 00:00:00,1500.0,Home,40.29
ORD1306,CUST131,2023-02-11 00:00:00,1500.0,Books,17.38
ORD1307,CUST105,2023-01-15 00:00:00,1500.0,Clothing,42.55
ORD1308,CUST191,2023-02-06 00:00:00,1500.0,Clothing,21.39
ORD1309,CUST134,2023-01-17 00:00:00,1500.0,Electronics,12.37
ORD1310,CUST178,2023-01-07 00:00:00,1500.0,Home,42.34
ORD1311,CUST160,2023-01-18 00:00:00,1500.0,Home,30.98
ORD1312,CUST140,2023-01-12 00:00:00,1500.0,Clothing,21.62
ORD1313,CUST139,2023-01-04 00:00:00,1500.0,Books,46.11
ORD1314,CUST179,2023-02-08 00:00:00,1500.0,Home,7.27
ORD1315,CUST118,2023-01-31 00:00:00,1500.0,Home,29.6
ORD1316,CUST135,2023-01-25 00:00:00,1500.0,Home,24.1
ORD1317,CUST178,2023-01-02 00:00:00,1500.0,,49.9
ORD1318,CUST157,2023-02-07 00:00:00,1500.0,Clothing,40.26
ORD1319,CUST183,2023-02-13 00:00:00,1500.0,Home,6.42
ORD1320,CUST119,2023-01-08 00:00:00,1500.0,,42.53
ORD1321,CUST176,2023-02-15 00:00:00,1500.0,,12.65
ORD1322,CUST131,2023-02-12 00:00:00,1500.0,Home,48.63
ORD1323,CUST123,2023-02-22 00:00:00,1500.0,,25.91
ORD1324,CUST109,2023-02-12 00:00:00,1500.0,Books,29.31
ORD1325,CUST175,2023-01-19 00:00:00,1500.0,Electronics,46.59
ORD1326,CUST161,2023-02-21 00:00:00,1500.0,Home,11.66
ORD1327,CUST192,2023-01-09 00:00:00,1500.0,Home,46.24
ORD1328,CUST191,2023-01-13 00:00:00,1500.0,Clothing,33.47
ORD1329,CUST127,2023-02-07 00:00:00,1500.0,Home,15.47
ORD1330,CUST173,2023-01-03 00:00:00,1500.0,Home,37.66
ORD1331,CUST171,2023-01-23 00:00:00,1500.0,Electronics,33.67
ORD1332,CUST159,2023-01-15 00:00:00,1500.0,Electronics,14.43
ORD1333,CUST183,2023-02-03 00:00:00,1500.0,Electronics,9.78
ORD1334,CUST111,2023-01-02 00:00:00,1500.0,Books,33.49
ORD1335,CUST107,2023-01-18 00:00:00,1500.0,Home,39.78
ORD1336,CUST133,2023-01-09 00:00:00,1500.0,Clothing,8.0
ORD1337,CUST137,2023-01-23 00:00:00,1500.0,Electronics,20.46
ORD1338,CUST178,2023-01-15 00:00:00,1500.0,Home,22.18
ORD1339,CUST122,2023-02-27 00:00:00,1500.0,Electronics,5.54
ORD1340,CUST127,2023-01-16 00:00:00,1500.0,Books,14.01
ORD1341,CUST136,2023-02-11 00:00:00,1500.0,Books,19.12
ORD1342,CUST164,2023-01-16 00:00:00,1500.0,Books,6.04
ORD1343,CUST195,2023-02-06 00:00:00,1500.0,Home,12.78
ORD1344,CUST159,2023-02-11 00:00:00,1500.0,Electronics,15.42
ORD1345,CUST186,2023-01-26 00:00:00,1500.0,Clothing,48.51
ORD1346,CUST127,2023-01-11 00:00:00,1500.0,Home,21.12
ORD1347,CUST158,2023-01-29 00:00:00,1500.0,Clothing,39.89
ORD1348,CUST182,2023-02-07 00:00:00,1500.0,Home,37.22
ORD1349,CUST123,2023-02-22 00:00:00,1500.0,Clothing,20.55
ORD1350,CUST186,2023-02-24 00:00:00,1500.0,Clothing,7.46
ORD1351,CUST176,2023-02-16 00:00:00,1500.0,Books,8.61
ORD1352,CUST118,2023-02-07 00:00:00,1500.0,Electronics,47.34
ORD1353,CUST125,2023-02-23 00:00:00,1500.0,Electronics,37.61
ORD1354,CUST124,2023-02-12 00:00:00,1500.0,Books,28.95
ORD1355,CUST166,2023-01-06 00:00:00,1500.0,Electronics,29.58
ORD1356,CUST189,2023-01-17 00:00:00,1500.0,Home,28.47
ORD1357,CUST177,2023-02-19 00:00:00,1500.0,Electronics,22.89
ORD1358,CUST117,2023-01-28 00:00:00,1500.0,Clothing,42.36
ORD1359,CUST139,2023-03-02 00:00:00,1500.0,Home,10.78
ORD1360,CUST116,2023-01-15 00:00:00,1500.0,Books,27.34
ORD1361,CUST193,2023-01-27 00:00:00,1500.0,,15.47
ORD1362,CUST132,2023-01-28 00:00:00,1500.0,Clothing,35.43
ORD1363,CUST178,2023-02-17 00:00:00,1500.0,Books,37.8
ORD1364,CUST130,2023-02-25 00:00:00,1500.0,Clothing,5.18
ORD1365,CUST166,2023-02-27 00:00:00,1500.0,Clothing,10.52
ORD1366,CUST139,2023-01-06 00:00:00,1500.0,Electronics,14.86
ORD1367,CUST180,2023-02-11 00:00:00,1500.0,Clothing,23.05
ORD1368,CUST137,2023-01-25 00:00:00,1500.0,Home,38.61
ORD1369,CUST165,2023-02-27 00:00:00,1500.0,Home,41.36
ORD1370,CUST138,2023-01-07 00:00:00,1500.0,Books,18.04
ORD1371,CUST130,2023-02-04 00:00:00,1500.0,Books,14.82
ORD1372,CUST180,2023-01-07 00:00:00,1500.0,Clothing,22.75
ORD1373,CUST148,2023-02-16 00:00:00,1500.0,Books,29.61
ORD1374,CUST163,2023-01-22 00:00:00,1500.0,Home,22.02
ORD1375,CUST112,2023-01-31 00:00:00,1500.0,Electronics,34.28
ORD1376,CUST186,2023-01-20 00:00:00,1500.0,Books,48.47
ORD1377,CUST174,2023-01-27 00:00:00,1500.0,Home,34.95
ORD1378,CUST172,2023-02-13 00:00:00,1500.0,Home,38.27
ORD1379,CUST154,2023-01-13 00:00:00,1500.0,Books,47.4
